,open,high,low,close,volume
2022-08-30,383.80347284610536,384.0410632057968,376.3431297512481,378.44342041015625,85652400
2022-08-31,380.07805980425115,381.32303102305707,375.4308072476335,375.5638427734375,76029700
2022-09-01,373.38750446992157,377.0843952355188,370.6789686786316,376.7422790527344,78740100
2022-09-02,380.4106274783638,381.62708880615634,370.95452075647603,372.76971435546875,99632100
2022-09-06,373.61557203339373,374.5564205138696,369.1393780774377,371.36322021484375,76637400
2022-09-07,371.0495374683232,378.80448878191197,370.8309729416289,378.0346984863281,70964200
2022-09-08,375.7633824847431,380.9618311489722,374.5564050265275,380.50567626953125,80821700
2022-09-09,382.74846080000646,387.2817022904019,382.4823608238422,386.4168701171875,76706900
2022-09-12,388.48874399097315,391.2923218090903,388.1846213728781,390.5700378417969,69256300
2022-09-13,381.88367179340526,383.0906492168183,372.46561674955393,373.5870361328125,122947100
2022-09-14,374.88902163325827,376.53315711649486,371.7053054907733,375.0125732421875,85023700
2022-09-15,373.4539664457312,376.3050503313671,369.48146319239925,370.75494384765625,87633800
2022-09-16,366.5715037074268,368.5849896074333,364.63431709955245,367.9265441894531,103084800
2022-09-19,364.77744712887517,370.7797546386719,364.701089599931,370.7797546386719,73278500
2022-09-20,367.44941174370973,368.4609306805626,363.7659614872204,366.5237731933594,77274900
2022-09-21,368.451290827239,371.5049508543684,360.1205749829473,360.130126953125,106746600
2022-09-22,359.3571850053135,360.99852235439477,356.3608073472819,357.1051330566406,89472600
2022-09-23,353.63161092219536,353.66978968711527,346.67503807204696,351.1219177246094,122346900
2022-09-26,349.65227795932367,353.2784736820103,346.4268572694484,347.6483154296875,92581200
2022-09-27,351.18870108949443,353.459857136267,344.3657100991575,346.76092529296875,108294100
2022-09-28,347.71519752115427,355.27296245080464,346.01660643811806,353.58392333984375,110802200
2022-09-29,350.0340115514208,350.32027945929735,343.249200037984,346.1978759765625,112952300
2022-09-30,345.25309083505823,349.17513541791743,340.71080890264614,340.8443908691406,153711200
2022-10-03,344.5660844856892,351.6944470852205,342.78161312339256,349.8431701660156,89756500
2022-10-04,355.3683600338881,360.71225105913686,349.80500664731017,360.6836242675781,103602800
2022-10-05,356.3131384107271,362.1055067151951,353.9847287224127,359.8439025878906,88065700
2022-10-06,358.44114174816866,361.3993701215644,355.6355993235401,356.1318359375,82333500
2022-10-07,352.09522785371945,356.21766045831674,344.43247955302377,346.1978759765625,107789500
2022-10-10,347.3143419995389,347.5529082912699,341.31203506732743,343.5545349121094,76042800
2022-10-11,341.8559778454328,346.4269166005978,339.44168789952687,341.37884521484375,92482800
2022-10-12,341.7891897787711,343.36372158176107,340.0046893387279,340.2528076171875,76991800
2022-10-13,333.2389867095814,350.7020596679561,332.1892890254387,349.23248291015625,147254500
2022-10-14,351.6944243183575,353.3262387618921,340.6344942548241,341.27386474609375,123737000
2022-10-17,347.362126415413,351.15056087847387,340.9399103655982,350.0436096191406,93168200
2022-10-18,357.97349374132114,358.2788655814361,350.711520738244,354.15643310546875,97162900
2022-10-19,352.114400822179,354.8436151660822,348.83172532815485,351.6468200683594,79746900
2022-10-20,351.19826004641624,355.62606505287266,347.9346598802896,348.6980895996094,88283100
2022-10-21,348.4213111862988,357.65859149270045,346.9135849578602,357.17193603515625,131038400
2022-10-24,358.69881886172783,362.6780890904026,356.0459332134546,361.5425109863281,85436900
2022-10-25,361.4661752393635,367.63072116367647,361.35166805839594,367.3158264160156,78846300
2022-10-26,364.1667615739445,369.8541752707496,363.90912039678545,364.5484619140625,104087300
2022-10-27,365.55039117436706,367.3921160917615,361.9814193866082,362.6017150878906,81971800
2022-10-28,362.49672013245373,371.7053735710983,362.31540741307015,371.2282409667969,100302000
2022-10-31,368.7662444084812,370.63659603718315,367.6402184672529,368.5467529296875,96631300
2022-11-01,372.29707747025043,372.5356437948338,365.76035435229414,366.93408203125,85407600
2022-11-02,366.34251046952323,370.8561966555853,357.62053916088735,357.7254943847656,126990400
2022-11-03,354.4809155332156,357.08607016392386,351.92349163838855,354.0419616699219,87100100
2022-11-04,359.75799240640606,361.5424637304622,353.0781357834755,359.1377258300781,103505200
2022-11-07,360.435515659066,363.16472938893213,358.3552244250396,362.5730895996094,68286900
2022-11-08,363.68010867660115,367.5067226290313,360.44516379320845,364.5294189453125,84641100
2022-11-09,362.55401428993724,363.7086962893126,356.52305050737357,357.019287109375,78495500
2022-11-10,370.30264142200895,376.9729757332263,368.0028876550996,376.63897705078125,141455800
